SequenceID	Realm (-viria)	Realm_score	Subrealm (-vira)	Subrealm_score	Kingdom (-virae)	Kingdom_score	Subkingdom (-virites)	Subkingdom_score	Phylum (-viricota)	Phylum_score	Subphylum (-viricotina)	Subphylum_score	Class (-viricetes)	Class_score	Subclass (-viricetidae)	Subclass_score	Order (-virales)	Order_score	Suborder (-virineae)	Suborder_score	Family (-viridae)	Family_score	Subfamily (-virinae)	Subfamily_score	Genus (-virus)	Genus_score	Subgenus (-virus)	Subgenus_score	Species (binomial)	Species_score
ICTVTaxoChallenge_17219	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Kitrinoviricota	0.999999	N/A	N/A	Flasuviricetes	0.999999	N/A	N/A	Amarillovirales	0.999999	N/A	N/A	Flaviviridae	0.999999	N/A	N/A	Orthoflavivirus	0.999999	N/A	N/A	Orthoflavivirus edgehillense	0.999999
ICTVTaxoChallenge_1722	Duplodnaviria	0.952	N/A	N/A	Heunggongvirae	0.952	N/A	N/A	Uroviricota	0.952	N/A	N/A	Caudoviricetes	0.952	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_172201	Duplodnaviria	0.879	N/A	N/A	Heunggongvirae	0.879	N/A	N/A	Uroviricota	0.879	N/A	N/A	Caudoviricetes	0.879	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_172211	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Gracegardnervirinae	0.999999	Cheoctovirus	0.999999	N/A	N/A	Mycobacterium virus Che8	0.999999
ICTVTaxoChallenge_172252	Duplodnaviria	0.6157	N/A	N/A	Heunggongvirae	0.6157	N/A	N/A	Uroviricota	0.6157	N/A	N/A	Caudoviricetes	0.6157	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_172259	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Duplornaviricota	0.999999	N/A	N/A	Resentoviricetes	0.999999	N/A	N/A	Reovirales	0.999999	N/A	N/A	Sedoreoviridae	0.999999	N/A	N/A	Rotavirus	0.999999	N/A	N/A	Rotavirus deltagastroenteritidis	0.999999
ICTVTaxoChallenge_172263	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Chertseyvirus	0.999999	N/A	N/A	Chertseyvirus GE1	0.999999
ICTVTaxoChallenge_172270	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Lenarviricota	0.999999	N/A	N/A	Leviviricetes	0.999999	N/A	N/A	Norzivirales	0.999999	N/A	N/A	Atkinsviridae	0.999999	N/A	N/A	Kempsvovirus	0.999999	N/A	N/A	Kempsvovirus caenivivens	0.999999
ICTVTaxoChallenge_17228	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	Casjensviridae	0.999999	N/A	N/A	Fengtaivirus	0.999999	N/A	N/A	Fengtaivirus Axp2	0.999999
ICTVTaxoChallenge_172285	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Duplornaviricota	0.999999	N/A	N/A	Resentoviricetes	0.999999	N/A	N/A	Reovirales	0.999999	N/A	N/A	Spinareoviridae	0.999999	N/A	N/A	Fijivirus	0.999999	N/A	N/A	Fijivirus alporyzae	0.999999
ICTVTaxoChallenge_172300	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	Kyanoviridae	0.999999	N/A	N/A	Tefnutvirus	0.999999	N/A	N/A	Tefnutvirus siom18	0.999999
ICTVTaxoChallenge_17231	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Alphasatellitidae	0.999999	Nanoalphasatellitinae	0.999999	Sophoyesatellite	0.999999	N/A	N/A	Sophoyesatellite sophira	0.999999
ICTVTaxoChallenge_172311	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Kryptosalinivirus	0.999999	N/A	N/A	Kryptosalinivirus M8CRM1	0.999999
ICTVTaxoChallenge_172318	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Gordonclarkvirinae	0.999999	Kuravirus	0.999999	N/A	N/A	Kuravirus IMEP8	0.999999
ICTVTaxoChallenge_17233	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	Zobellviridae	0.999999	N/A	N/A	Vipivirus	0.999999	N/A	N/A	Vipivirus canadense	0.999999
ICTVTaxoChallenge_172351	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_172355	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Pisoniviricetes	0.999999	N/A	N/A	Picornavirales	0.999999	N/A	N/A	Picornaviridae	0.999999	Ensavirinae	0.999999	Enterovirus	0.999999	N/A	N/A	Enterovirus betacoxsackie	0.999999
ICTVTaxoChallenge_172391	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Pisoniviricetes	0.999999	N/A	N/A	Picornavirales	0.999999	N/A	N/A	Secoviridae	0.999999	Comovirinae	0.999999	Nepovirus	0.999999	N/A	N/A	Nepovirus cari	0.999999
ICTVTaxoChallenge_172392	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_172420	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Arfiviricetes	0.999999	N/A	N/A	Mulpavirales	0.999999	N/A	N/A	Nanoviridae	0.999999	N/A	N/A	Nanovirus	0.999999	N/A	N/A	Nanovirus necropisi	0.999999
ICTVTaxoChallenge_172466	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Lenarviricota	0.999999	N/A	N/A	Leviviricetes	0.999999	N/A	N/A	Norzivirales	0.999999	N/A	N/A	Fiersviridae	0.999999	N/A	N/A	Meblowovirus	0.999999	N/A	N/A	Meblowovirus defluviicola	0.999999
ICTVTaxoChallenge_172470	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Kitrinoviricota	0.999999	N/A	N/A	Alsuviricetes	0.999999	N/A	N/A	Tymovirales	0.999999	N/A	N/A	Betaflexiviridae	0.999999	Quinvirinae	0.999999	Robigovirus	0.999999	N/A	N/A	Robigovirus viridiavii	0.999999
ICTVTaxoChallenge_172487	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Nclasvirinae	0.999999	Charlievirus	0.999999	N/A	N/A	Charlievirus Raymond7	0.999999
ICTVTaxoChallenge_172496	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Polyploviricotina	0.999999	Bunyaviricetes	0.999999	N/A	N/A	Elliovirales	0.999999	N/A	N/A	Fimoviridae	0.999999	N/A	N/A	Emaravirus	0.999999	N/A	N/A	Emaravirus corynocarpi	0.999999
ICTVTaxoChallenge_172502	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Barnyardvirus	0.999999	N/A	N/A	Barnyardvirus barnyard	0.999999
ICTVTaxoChallenge_17251	Riboviria	0.5527	N/A	N/A	Orthornavirae	0.5527	N/A	N/A	Kitrinoviricota	0.5527	N/A	N/A	Alsuviricetes	0.5527	N/A	N/A	Martellivirales	0.5527	N/A	N/A	Closteroviridae	0.5527	N/A	N/A	Closterovirus	0.5527	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_172512	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Polyploviricotina	0.999999	Bunyaviricetes	0.999999	N/A	N/A	Hareavirales	0.999999	N/A	N/A	Nairoviridae	0.999999	N/A	N/A	Orthonairovirus	0.999999	N/A	N/A	Orthonairovirus bushkeyense	0.999999
ICTVTaxoChallenge_172534	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Spizizenvirus	0.999999	N/A	N/A	Spizizenvirus sv105	0.999999
ICTVTaxoChallenge_17254	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	Autographiviridae	0.999999	Slopekvirinae	0.999999	Drulisvirus	0.999999	N/A	N/A	Drulisvirus F19	0.999999
ICTVTaxoChallenge_172567	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Repensiviricetes	0.999999	N/A	N/A	Geplafuvirales	0.999999	N/A	N/A	Geminiviridae	0.999999	N/A	N/A	Begomovirus	0.999999	N/A	N/A	Begomovirus nicotianacomorosense	0.999999
ICTVTaxoChallenge_172571	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Duplornaviricota	0.999999	N/A	N/A	Resentoviricetes	0.999999	N/A	N/A	Reovirales	0.999999	N/A	N/A	Spinareoviridae	0.999999	N/A	N/A	Orthoreovirus	0.999999	N/A	N/A	Orthoreovirus avis	0.999999
ICTVTaxoChallenge_172572	Riboviria	0.4722	N/A	N/A	Orthornavirae	0.4722	N/A	N/A	Duplornaviricota	0.4722	N/A	N/A	Chrymotiviricetes	0.4722	N/A	N/A	Ghabrivirales	0.4722	Alphatotivirineae	0.4722	Chrysoviridae	0.4722	N/A	N/A	Betachrysovirus	0.4722	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_172595	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Pisoniviricetes	0.999999	N/A	N/A	Nidovirales	0.999999	Cornidovirineae	0.999999	Coronaviridae	0.999999	Orthocoronavirinae	0.999999	Alphacoronavirus	0.999999	Minunacovirus	0.999999	Alphacoronavirus pusilli	0.999999
ICTVTaxoChallenge_172607	Riboviria	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Polymycoviridae	0.999999	N/A	N/A	Polymycovirus	0.999999	N/A	N/A	Polymycovirus aspergilli	0.999999
ICTVTaxoChallenge_172630	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_172635	Duplodnaviria	0.5	N/A	N/A	Heunggongvirae	0.5	N/A	N/A	Uroviricota	0.5	N/A	N/A	Caudoviricetes	0.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_172671	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Portogloboviridae	0.999999	N/A	N/A	Alphaportoglobovirus	0.999999	N/A	N/A	Alphaportoglobovirus beppuense	0.999999
ICTVTaxoChallenge_172689	Monodnaviria	0.879	N/A	N/A	Shotokuvirae	0.879	N/A	N/A	Cressdnaviricota	0.879	N/A	N/A	Repensiviricetes	0.879	N/A	N/A	Geplafuvirales	0.879	N/A	N/A	Geminiviridae	0.879	N/A	N/A	Begomovirus	0.879	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_172692	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cossaviricota	0.999999	N/A	N/A	Quintoviricetes	0.999999	N/A	N/A	Piccovirales	0.999999	N/A	N/A	Parvoviridae	0.999999	Parvovirinae	0.999999	Protoparvovirus	0.999999	N/A	N/A	Protoparvovirus primate2	0.999999
ICTVTaxoChallenge_172694	Varidnaviria	0.47	N/A	N/A	Bamfordvirae	0.47	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_172696	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	Autographiviridae	0.999999	Studiervirinae	0.999999	Teseptimavirus	0.999999	N/A	N/A	Teseptimavirus T7	0.999999
ICTVTaxoChallenge_172710	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Polyploviricotina	0.999999	Bunyaviricetes	0.999999	N/A	N/A	Elliovirales	0.999999	N/A	N/A	Phasmaviridae	0.999999	N/A	N/A	Feravirus	0.999999	N/A	N/A	Feravirus ferakinum	0.999999
ICTVTaxoChallenge_172730	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cossaviricota	0.999999	N/A	N/A	Papovaviricetes	0.999999	N/A	N/A	Sepolyvirales	0.999999	N/A	N/A	Polyomaviridae	0.999999	N/A	N/A	Alphapolyomavirus	0.999999	N/A	N/A	Alphapolyomavirus secarplanirostris	0.999999
ICTVTaxoChallenge_172746	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Ericdabvirus	0.999999	N/A	N/A	Ericdabvirus ericdab	0.999999
ICTVTaxoChallenge_17277	Duplodnaviria	0.755	N/A	N/A	Heunggongvirae	0.755	N/A	N/A	Uroviricota	0.755	N/A	N/A	Caudoviricetes	0.755	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_172778	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Lenarviricota	0.999999	N/A	N/A	Leviviricetes	0.999999	N/A	N/A	Timlovirales	0.999999	N/A	N/A	Steitzviridae	0.999999	N/A	N/A	Hodnevirus	0.999999	N/A	N/A	Hodnevirus neoterradaptatum	0.999999
ICTVTaxoChallenge_172789	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Repensiviricetes	0.999999	N/A	N/A	Geplafuvirales	0.999999	N/A	N/A	Geminiviridae	0.999999	N/A	N/A	Begomovirus	0.999999	N/A	N/A	Begomovirus sidaflavacontorsionis	0.999999
ICTVTaxoChallenge_172800	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_172856	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Duplornaviricota	0.999999	N/A	N/A	Resentoviricetes	0.999999	N/A	N/A	Reovirales	0.999999	N/A	N/A	Spinareoviridae	0.999999	N/A	N/A	Orthoreovirus	0.999999	N/A	N/A	Orthoreovirus avis	0.999999
ICTVTaxoChallenge_172857	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Ceduovirus	0.999999	N/A	N/A	Ceduovirus cv62402	0.999999
ICTVTaxoChallenge_172876	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Kitrinoviricota	0.999999	N/A	N/A	Alsuviricetes	0.999999	N/A	N/A	Martellivirales	0.999999	N/A	N/A	Closteroviridae	0.999999	N/A	N/A	Crinivirus	0.999999	N/A	N/A	Crinivirus pseudobetae	0.999999
ICTVTaxoChallenge_172878	Monodnaviria	0.501	N/A	N/A	Shotokuvirae	0.501	N/A	N/A	Cressdnaviricota	0.501	N/A	N/A	Arfiviricetes	0.501	N/A	N/A	Jormunvirales	0.501	N/A	N/A	Draupnirviridae	0.501	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_172907	Varidnaviria	0.738	N/A	N/A	Bamfordvirae	0.738	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_172925	Riboviria	0.5	N/A	N/A	Orthornavirae	0.5	N/A	N/A	Pisuviricota	0.5	N/A	N/A	Pisoniviricetes	0.5	N/A	N/A	Picornavirales	0.5	N/A	N/A	Dicistroviridae	0.5	N/A	N/A	Triatovirus	0.5	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_17293	Duplodnaviria	0.4556	N/A	N/A	Heunggongvirae	0.4556	N/A	N/A	Uroviricota	0.4556	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_172937	Duplodnaviria	0.9834	N/A	N/A	Heunggongvirae	0.9834	N/A	N/A	Uroviricota	0.9834	N/A	N/A	Caudoviricetes	0.9834	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_172966	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Pisoniviricetes	0.999999	N/A	N/A	Picornavirales	0.999999	N/A	N/A	Picornaviridae	0.999999	Ensavirinae	0.999999	Enterovirus	0.999999	N/A	N/A	Enterovirus krodeni	0.999999
ICTVTaxoChallenge_172970	Duplodnaviria	0.4656	N/A	N/A	Heunggongvirae	0.4656	N/A	N/A	Uroviricota	0.4656	N/A	N/A	Caudoviricetes	0.4656	N/A	N/A	N/A	N/A	N/A	N/A	Autographiviridae	0.4656	Studiervirinae	0.4656	Teetrevirus	0.4656	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_172984	Monodnaviria	0.505	N/A	N/A	Sangervirae	0.505	N/A	N/A	Phixviricota	0.505	N/A	N/A	Malgrandaviricetes	0.505	N/A	N/A	Petitvirales	0.505	N/A	N/A	Microviridae	0.505	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_172990	Riboviria	0.75	N/A	N/A	Orthornavirae	0.75	N/A	N/A	Kitrinoviricota	0.75	N/A	N/A	Alsuviricetes	0.75	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_173001	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	Kyanoviridae	0.999999	N/A	N/A	Yellowseavirus	0.999999	N/A	N/A	Yellowseavirus thirtyeight	0.999999
ICTVTaxoChallenge_173017	Duplodnaviria	0.5	N/A	N/A	Heunggongvirae	0.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_17305	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cossaviricota	0.999999	N/A	N/A	Papovaviricetes	0.999999	N/A	N/A	Sepolyvirales	0.999999	N/A	N/A	Polyomaviridae	0.999999	N/A	N/A	Gammapolyomavirus	0.999999	N/A	N/A	Gammapolyomavirus pypyrrhula	0.999999
ICTVTaxoChallenge_173066	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	Ackermannviridae	0.999999	Cvivirinae	0.999999	Kuttervirus	0.999999	N/A	N/A	Kuttervirus allotria	0.999999
ICTVTaxoChallenge_173078	Riboviria	0.999	N/A	N/A	Orthornavirae	0.999	N/A	N/A	Pisuviricota	0.999	N/A	N/A	Pisoniviricetes	0.999	N/A	N/A	Picornavirales	0.999	N/A	N/A	Picornaviridae	0.999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_173083	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_173093	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Repensiviricetes	0.999999	N/A	N/A	Geplafuvirales	0.999999	N/A	N/A	Geminiviridae	0.999999	N/A	N/A	Begomovirus	0.999999	N/A	N/A	Begomovirus cucumis	0.999999
ICTVTaxoChallenge_17310	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Duplornaviricota	0.999999	N/A	N/A	Resentoviricetes	0.999999	N/A	N/A	Reovirales	0.999999	N/A	N/A	Spinareoviridae	0.999999	N/A	N/A	Cypovirus	0.999999	N/A	N/A	Cypovirus trichoplusiae	0.999999
ICTVTaxoChallenge_173100	Duplodnaviria	0.9995	N/A	N/A	Heunggongvirae	0.9995	N/A	N/A	Uroviricota	0.9995	N/A	N/A	Caudoviricetes	0.9995	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_173108	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	Kyanoviridae	0.999999	N/A	N/A	Nereusvirus	0.999999	N/A	N/A	Nereusvirus tusconc4	0.999999
ICTVTaxoChallenge_173136	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Omegavirus	0.999999	N/A	N/A	Omegavirus thibault	0.999999
ICTVTaxoChallenge_173142	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Polyploviricotina	0.999999	Bunyaviricetes	0.999999	N/A	N/A	Hareavirales	0.999999	N/A	N/A	Phenuiviridae	0.999999	N/A	N/A	Uukuvirus	0.999999	N/A	N/A	Uukuvirus macquariense	0.999999
ICTVTaxoChallenge_173155	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Anelloviridae	0.999999	N/A	N/A	Gammatorquevirus	0.999999	N/A	N/A	Gammatorquevirus homidi6	0.999999
ICTVTaxoChallenge_173178	Riboviria	0.487	N/A	N/A	Orthornavirae	0.487	N/A	N/A	Negarnaviricota	0.487	Haploviricotina	0.487	Monjiviricetes	0.487	N/A	N/A	Mononegavirales	0.487	N/A	N/A	Mymonaviridae	0.487	N/A	N/A	Botrytimonavirus	0.487	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_173183	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_173232	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Duplornaviricota	0.999999	N/A	N/A	Resentoviricetes	0.999999	N/A	N/A	Reovirales	0.999999	N/A	N/A	Sedoreoviridae	0.999999	N/A	N/A	Orbivirus	0.999999	N/A	N/A	Orbivirus alphaequi	0.999999
ICTVTaxoChallenge_173292	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Repensiviricetes	0.999999	N/A	N/A	Geplafuvirales	0.999999	N/A	N/A	Geminiviridae	0.999999	N/A	N/A	Begomovirus	0.999999	N/A	N/A	Begomovirus solanumrajasthanense	0.999999
ICTVTaxoChallenge_173302	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Lenarviricota	0.999999	N/A	N/A	Howeltoviricetes	0.999999	N/A	N/A	Cryppavirales	0.999999	N/A	N/A	Mitoviridae	0.999999	N/A	N/A	Unuamitovirus	0.999999	N/A	N/A	Unuamitovirus crri1	0.999999
ICTVTaxoChallenge_173309	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Duplornaviricota	0.999999	N/A	N/A	Resentoviricetes	0.999999	N/A	N/A	Reovirales	0.999999	N/A	N/A	Spinareoviridae	0.999999	N/A	N/A	Coltivirus	0.999999	N/A	N/A	Coltivirus kundalense	0.999999
ICTVTaxoChallenge_173314	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	Kyanoviridae	0.999999	N/A	N/A	Bristolvirus	0.999999	N/A	N/A	Bristolvirus rhodeisland	0.999999
